13.9, 2.0, 0.8, 0.03, 0.23, 0.56, 17.1, 2.4
32.9, 4.3, 0.9, 0.03, 0.25, 1.21, 37.3, 4.8
74.2, 9.0, 1.0, 0.03, 0.27, 2.37, 71.8, 8.7
172.7, 19.3, 1.4, 0.03, 0.29, 4.18, 127.8, 14.3
410.1, 47.0, 3.1, 0.03, 0.30, 4.54, 133.9, 15.3
1236.7, 125.6, 10.1, 0.03, 0.33, 4.07, 121.9, 12.4
4037.8, 386.6, 51.2, 0.03, 0.35, 2.62, 78.9, 7.6
12826.1, 1167.0, 490.1, 0.03, 0.36, 0.86, 26.2, 2.4
36925.1, 3296.2, 1798.6, 0.03, 0.37, 0.67, 20.5, 1.8
104588.1, 9069.8, 6139.5, 0.03, 0.37, 0.55, 17.0, 1.5
